Translation Key,Translated Value,Category
st_meinkampf,«Моя борьба»,disassemble
st_cuban_cigar,Кубинские сигары,eatable
st_prt_o_fabrics_3,Прочный текстиль,disassemble
exo_wood_outfit_name,ТБ-1 «Лес»,outfit_exchange
st_letter_military_log_name,Информационный доклад / Операция MSRC / 05.04.2014 18:36:21,disassemble
st_af_star_phantom_name,«Призрачная звезда»,artefacts
mutant_cat_claw,Коготь кота,mutant_parts
st_itms_campfire_name,Дрова,disassemble
st_af_ah_h1,Аномальный образец "Губка",artefacts
st_wpn_bm16,Обрез ТОЗ-66,weapon_drops
st_itm_tent_name,Сумка для палатки,disassemble
zombied,Зомбированные,weapon_drops
st_itm_mapkit_9,Карта аномалий (Агропром),disassemble
st_itm_mapkit_7,Карта аномалий (Затон),disassemble
svoboda_exo_outfit_name,Экзоскелет «Бастион свободы»,outfit_exchange
st_itm_mapkit_6,Карта аномалий (Окрестности «Юпитера»),disassemble
st_wpn_pm_bas_custom,Заказной ПМ,weapons
st_af_electra_sparkler_descr,Артефакт имеет вид полупрозрачной паутины. Причём является таким же липким, как и белковая паучья паутина. Чаще всего его можно обнаружить вблизи электрических аномалий, что непременно сказывается на характеристиках этого образования - «Бенгальский огонь» способен сглаживать перепады напряжения электрического поля, защищая тем самым своего носителя.\nТем не менее, артефакт чрезвычайно опасен при экспонировании в токсичных средах, поскольку он способен усиливать их эффективность. \n,artefacts
st_wpn_remington700_mod_x_gen3,Remington 700 Modular Rifle System,weapons
st_detector8,Прибор для измерения аномальной активности,disassemble
st_itm_mapkit_1,Карта аномалий (Армейские склады),disassemble
st_gas_tube_6,Газовая трубка [А|В](Газовая трубка),item_drop_locations
st_cigarettes,Сигареты «Marlboro»,eatable
st_prt_i_capacitors,Коробка конденсаторов,disassemble
st_wpn_svt40_modern,Модернизированная СВТ-40,weapons
ammo-7.62x54_7n14,Патроны 7,62x54 мм 7Н14,item_drop_locations
st_guitar_name,Гитара,disassemble
st_glue_b,Тюбик клея «Звезда»,disassemble
st_hide_psysucker_name,Кожа пси-кровососа,mutant_parts
st_gamma_recipe_expert_3,Основы улучшения оружия и брони Том 3,disassemble
st_rank_veteran,ветеран,weapon_drops
st_gamma_recipe_basic_4,Искусство слияния артефактов Том 1,disassemble
st_af_baloon_name,«Пузырь»,artefact_recipes
st_wpn_toz34_obrez_decor,Украшенный обрез ТОЗ-34,weapons
st_wpn_abakan_n,АН-94 Абакан,weapon_drops
st_data_export_restore_bleeding_max,Полное заживление ран,medicine
isg_exo_outfit_name,Экзоскелет ИИГ,outfit_exchange
st_addon_scope_e0t2_mag,Eotech XPS3 w/ Eotech G33 4x Magnifier,disassemble
st_gamma_recipe_basic_3,Основы улучшения оружия и брони Том 1,disassemble
st_wpn_walther_p99,Walther P99,weapon_drops
st_wpn_glock17_m1,Glock 17 Tactical,weapon_drops
st_gamma_recipe_basic_2,Руководство по электронике Том 1,disassemble
st_protein,Протеиновый батончик,item_drop_locations
st_wpn_kriss,KRISS Vector,weapon_drops
st_gamma_recipe_basic_1,Руководство выживания Том 1,disassemble
st_af_eye_name,«Глаз»,artefact_recipes
st_af_oasis_heart_name,«Сердце Оазиса»,artefact_recipes
st_gamma_recipe_advanced_2,Руководство по электронике Том 2,disassemble
st_freedom_manual_1_of_2_name,Методы ведения допросов: основы (часть 1 из 2),disassemble
st_fieldcooker,Мультитопливная печь,disassemble
st_ecologist_outfit_orange_name,ССП-99 «Эколог»,item_drop_locations
st_wpn_m4_ru556,Ruger SR-556,weapon_drops
st_wpn_m16,M16A4,weapons
st_synthrope,Два синтетических каната,disassemble
st_wpn_remington700_magpul_pro,Remington 700 Magpul PRO,weapon_drops
monolith_exolight_outfit_name,Тяжёлый бронекостюм «Монолита»,outfit_exchange
st_af_zhelch_descr,Всем известна поговорка "здравый ум в здравом теле". В Зоне она приобрела форму артефакта. В свое время сталкеры пользовались Рубцами, чтобы залечить раны и исследовать аномалии, изменяющие сознание. К сожалению, со временем артефакт показал свою более зловещую сторону. Люди, использующие Рубец, вели себя странно и неадекватно, особенно когда восстанавливались после серьезных повреждений, нанесенных их телу. Сегодня мало кто отваживается прикрепить такой артефакт к поясу, а ветераны Зоны с удовольствием рассказывают леденящие душу истории о пользователях Рубца новичкам, собирающимся у костра.\n \n \n %c[0,255,255,255]ОСОБЕННОСТИ:\n %c[d_cyan] • %c[ui_gray_2] не может быть помещён в контейнер,artefacts
st_ecologist_report_2_of_3_name,Добытые сведения о ходячих мертвецах, доклад 39В изм.2 (часть 2 из 3),disassemble
st_ecologist_report_1_of_3_name,Добытые сведения о ходячих мертвецах, доклад 39В изм.2 (часть 1 из 3),disassemble
st_device_torch_nv_3_name,Налобный фонарик с ПНВ «Оракул»,disassemble
st_wpn_m24_new,M24 SWS,weapons
st_af_ah_e2_descr,Осколок кварца с удивительной чистотой от 99,5% до 99,9%, образующийся исключительно в электрических аномалиях. Из-за отсутствия полезных свойств этот красивый артефакт не может стоить дорого в зоне. Однако и коллекционеры, и учёные заплатят высокую цену за эту уникальную безделушку.,artefacts
ui_inv_rate_of_fire,Темп огня,weapons
st_device_torch_nv_2_name,Налобный фонарик с ПН21КЛ,disassemble
st_device_flashlight,Ручной фонарь,disassemble
st_detector9,RF-ресивер,disassemble
st_drug_radioprotector,Радиопротектор,medicine
st_itm_mapkit_3,Карта аномалий (Рыжий лес),disassemble
st_detector4,Прототип детектора «Сварог» (Уровень 4),disassemble
st_af_dummy_dummy_name,«Панцирь»,artefact_recipes
st_af_grapes_name,"Виноград",artefacts
st_detector3,Детектор «Велес» (Уровень 3),disassemble
ammo_23x75_barrikada,Патроны 23x75 мм "Баррикада",item_drop_locations
st_af_surge_up_name,Токоограничительный микрореактор,disassemble
st_prt_i_wood,Деревянные части,disassemble
st_armor_repair_fa,Набор экстренного ремонта брони,disassemble
st_af_iam_name,Самодельный прикладной модуль (пустой),disassemble
st_wpn_m4a1_siber,M4A1 RAS,weapon_drops
st_meat_psysucker,Гуляш из пси-кровососа,eatable
st_af_black_angel_descr,Артефакт из аномальных минералов, скрученный в зловещее полусимметричное образование. Несмотря на отсутствие тепла или излучения, он может конденсировать водяной пар в близлежащем воздухе в пар. Артефакт, похоже, имеет какую-то систему защиты. Когда в него попадает пуля, он способен определить, откуда стреляли, и перенаправить потенциальный ущерб обратно в того, кто стрелял. \n \n %c[0,255,255,255]ОСОБЕННОСТИ:\n %c[d_cyan] • %c[ui_gray_2] не может быть помещён в контейнер,artefacts
st_bolt_carrier_2,Продольно-скользящий затвор с запиранием поворотом (Продольно-скользящий затвор),item_drop_locations
st_addon_scope_razor,Razor AMG UH-1 Gen. II,disassemble
st_addon_scope_razor_mag,Razor AMG UH-1 w/ Eotech G33 4x Magnifier,disassemble
st_addon_scope_e0t2,Прицел EOTech XPS3-0,disassemble
st_wpn_aek971,AEK-971,weapon_drops
st_addon_scope_mag,Eotech Magnifier,disassemble
st_af_tlf_prometheus_descr,Уникальный артефакт, родившийся в Греческом огне после того, как был убит сталкер из одноимённой легенды. Он даёт обладателю огромную устойчивость к термическому воздействию и заставляет раны заживать быстрее.,artefacts
st_af_cristall_name,«Кристалл»,artefact_recipes
ecolog,Учёные,weapon_drops
y04_pole,Поляна,item_drop_locations
l12u_control_monolith,Центр управления Монолитом,item_drop_locations
st_leatherman_tool,Мультитул,item_drop_locations
l11_pripyat,Центр Припяти,item_drop_locations
l11_hospital,Заброшенный госпиталь,item_drop_locations
st_mine_name,Осколочная противопехотная мина,disassemble
l09_deadcity,Мёртвый город,item_drop_locations
ui_st_rank,Ранг,artefacts
k02_trucks_cemetery,Кладбище техники,item_drop_locations
st_wpn_ak105_swamp,AK-105 "Болотная Тварь",weapon_drops
st_rank_gauss,отряд с гаусс-пушкой,weapon_drops
l10_red_forest,Рыжий лес,item_drop_locations
st_barrel_10,Ствол [П] 7.62мм,item_drop_locations
st_grenade_smoke,Дымовая граната,explosives
l10_limansk,Лиманск,item_drop_locations
st_data_export_falloff,Падение урона,ammo
st_wpn_scar_siber_m1,FN SCAR-H "Тактический",weapons
st_itm_backpack_name,Полевой рюкзак,disassemble
lttz_ll_wpn_gauss_quest_name,«Изделие №62»,weapons
st_sausage,Копчёная колбаса,eatable
st_bolt_carrier_4,Продольно-скользящий затвор с запиранием перекосом (Продольно-скользящий затвор),item_drop_locations
bandit_exo_outfit_name,Украденный экзоскелет,outfit_exchange
st_af_grapes_descr,Тяжелый артефакт, который иногда находят в гравитационных аномалиях, он напоминает капли янтаря зеленого цвета, скрученные вместе. Совсем недавно ученые смогли подтвердить то, что раньше считалось просто одной из баек Зоны - когда Виноград оказывается рядом с процессом пищеварения живого организма, он активизируется, стимулируя обмен веществ для более эффективного исцеления. \n \n %c[0,255,255,255]ОСОБЕННОСТИ:\n %c[d_cyan] • %c[ui_gray_2] не может быть помещён в контейнер,artefacts
st_wpn_aug_a3_custom_bas,Steyr AUG A3 "Коммандос",weapons
l10_radar,Радар,item_drop_locations
st_jewelry_box,Шкатулка с драгоценностями,item_drop_locations
l12u_sarcofag,Саркофаг,item_drop_locations
st_af_signet_name,"Перстень",artefact_recipes
st_af_fireball_name,«Огненный шар»,artefact_recipes
bandit_sun_outfit_name,Тактический комбинезон «Вечерняя заря»,outfit_exchange
st_wpn_umirotvoritel,Неопознанное оружие,weapons
st_data_export_stash_type_common,Обычный,item_drop_locations
helm_ranger,Противогаз ГП-10Р,outfits
st_af_full_empty_descr,Подобно обычной «Пустышке», этот артефакт состоит из двух дисков органического образования, соединённых между собой уникальным гравитационным полем. Однако здесь указанное поле необычно: все атомы, входящие в центр, независимо от их природы, становятся взаимноактивными при неизвестных эффектах поля, высвобождая таким образом фотоны. Учёные обычно называют его «эффектом галактики», что даёт артефакту исключительную орбиту света. Возможно, что этот эффект также имеет отношение и к способности артефакта подавлять воздействие пси-волн.\nВвиду того, что гравитационное поле увеличивает плотность окружающего воздуха, скорость передвижения заметно замедляется. А так как артефакт гораздо «старше» «Пустышки», то и защита против физического воздействия тоже впечатляет. Некоторые сталкеры утверждают, что артефакт способен остановить 9-мм пулю при выстреле в упор. \n,artefacts
st_wpn_ithacam37,Ithaca M37 «Riot»,weapons
st_device_torch_name,Налобный фонарик,disassemble
st_wpn_rpk,РПК,weapon_drops
ui_ammo_count,Ёмк. магазина,weapons
jupiter,Окрестности «Юпитера»,item_drop_locations
st_grooming,Набор для стрижки,item_drop_locations
st_prt_o_ballistic_2,Пластины из кевлара «Protera» с укреплёнными керамическими вставками,item_drop_locations
st_af_bracelet_name,«Браслет»,artefact_recipes
st_prt_o_ballistic_17,Слои из полиэтиленового волокна с вставками из поликарбоната,item_drop_locations
military_merc_outfit_name,Бронекостюм «СКАТ-9» наёмников,outfit_exchange
st_mint,Мятные конфеты «Altoids»,eatable
st_wpn_toz194,ТОЗ-194,weapon_drops
st_prt_o_ballistic_20,Армированные слои из углеродного волокна,item_drop_locations
st_prt_o_retardant_11,Слои алюминизированной защитной ткани,item_drop_locations
st_gloves,Кожаные перчатки,disassemble
st_upgr_o_magical,Комплект улучшения бронекостюмов от аномального воздействия,item_drop_locations
st_prt_o_ballistic_1,Пластины из кевлара «К129» с укреплёнными керамическими вставками,disassemble
st_porn2,Журнал Atmosfear, #17 2016,disassemble
st_af_signet_descr,Артефакт, который выглядит как деформированная металлическая гайка. Иногда его также называют "амулетом". Последнее название связано с тем, что некоторые сталкеры предпочитают не продавать, а оставлять себе, говоря, что его наличие помогает им расслабиться и восстановиться после опасного рейда в Зону.\n \n %c[0,255,255,255]ОСОБЕННОСТИ:\n %c[d_cyan] • %c[ui_gray_2] не может быть помещён в контейнер,artefacts
st_prt_i_scrap,Металлолом,disassemble
mutant_psevdodog_tail,Хвост псевдособаки,mutant_parts
merc_nighthunter_outfit_name,Бронежилет наёмников «Ночной хищник»,item_drop_locations
exo_dolg_urban_outfit_name,ПСЗ-10г «Боевая защита»,outfit_exchange
st_prt_o_retardant_13,Полибензимидазол содержащая ткань,disassemble
st_prt_o_retardant_5,Ткань с ПВХ/резиновым покрытием,disassemble
merc_nosorog_outfit_name,Экзоскелет «Носорог» наёмников,outfit_exchange
st_prt_o_retardant_12,Алюминизированные ткани из стекловолокна,item_drop_locations
st_prt_o_retardant_14,Полибензимидазол содержащая ткань с обработкой полиэстером,item_drop_locations
st_wpn_ks23_ecolog,КС-23 Эколог,weapons
st_af_fire_name,«Пламя»,artefact_recipes
st_wpn_svu_alt,ОЦ-03 СВУ (Альтернативная),weapons
military_outfit_name,Бронекостюм «СКАТ-9»,outfit_exchange
st_prt_o_ballistic_5,Стальные пластины и пластины из кевлара «AP»,disassemble
st_prt_o_retardant_15,Ткани из активированного угля,item_drop_locations
st_prt_i_copper,Моток медной проволоки,disassemble
st_af_dummy_battery_name,«Батарейка»,artefact_recipes
st_wpn_vz61,Skorpion vz.61,weapon_drops
st_prt_o_ballistic_12,Усиленные пластины из кевлара «К119»,item_drop_locations
st_prt_o_ballistic_16,Слои из углеродных нанотрубок с тканью «Кевлар 29» (Укреп.),item_drop_locations
st_data_export_outfit_artefact_count_max,Максимальное кол-во слотов,outfits
military_exo_outfit_name,Армейский экзоскелет,outfit_exchange
svoboda_novice_outfit_name,Куртка «Свободы»,item_drop_locations
st_prt_o_retardant_20,Атласные ткани с изоляцией из стекловолокна,item_drop_locations
st_prt_i_resistors,Коробка резисторов,disassemble
st_af_full_empty_name,«Полная Пустышка»,artefact_recipes
killer,Наёмники,weapon_drops
st_knifebf4,Боевой нож ОЦ-4,melee
st_prt_o_ballistic_18,Армированные слои из полиэтиленового волокна,item_drop_locations
st_prt_w_p_spring_4,Возвратная пружина 9мм (Пружина),item_drop_locations
st_prt_o_ballistic_14,Самодельные бронепластины из полиэтилена,item_drop_locations
st_prt_o_ballistic_7,Пластины из кевлара «К119» с вставками из поликарбоната,disassemble
st_prt_o_retardant_7,Изоляционная магниевая сетка и вставки,disassemble
csky_light_outfit_name,Бронежилет ЧН-2а,outfit_exchange
exolight_outfit_name,Тяжёлый бронекостюм,outfit_exchange
st_vodka_quality,Водка «Столичная»,item_drop_locations
ammo_vog_30,Гранатамётный выстрел ВОГ-30,ammo
dolg_scientific_outfit_name,ПС5-9Мд «Универсальная защита»,outfit_exchange
st_prt_o_retardant_2,Многослойные электрозащитные и химостойкие ткани,item_drop_locations
st_joint,Косяк конопли,item_drop_locations
st_matches,Набор для розжига,item_drop_locations
st_jar,Пластиковая банка,disassemble
st_prt_w_p_barrel_4,Ствол 5.7 мм (Ствол),item_drop_locations
st_roubles,Рубли,item_drop_locations
st_bolt_1,Клин затвора [Р] (Затвор),item_drop_locations
st_broken_detector,Сломанный детектор,disassemble
st_af_black_spray_descr,Редкий артефакт, о свойствах и происхождении которого пока мало что известно. Имеет схожую с другими сапфироподобными артефактами форму, однако его органическая природа указывает на то, что он был образован из сосудистых растений под воздействием пси-полей и электромагнитных волн. Уникальная особенность артефакта заключается в способности задерживать проходящий через него свет, что, к удивлению многих, может работать и с пси-волнами при контакте с ним.\nОднако стоит знать, что использование артефакта чрезвычайно опасно при его экспонировании в токсичной среде, поскольку его влияние повышает скорость протекающих в них реакций. Поэтому при исследовании токсичных районов настоятельно рекомендуется использовать СИМК для хранения артефакта.\nТакже известно, что близкое расположение артефакта ко многим порезостойким тканям может привести к их многократному ослаблению, после чего уже не составит особого труда причинить обладателю артефакта резаные или рваные раны.\nТем не менее, очень ценится ювелирами по всему миру из-за своей красивой синеватой ауры. \n,artefacts
st_wpn_pkm_siber,ПКМ,weapon_drops
st_wpn_scar_siber,FN SCAR-H,weapon_drops
st_wpn_akm,АКМ,weapons
exo_merc_urban_outfit_name,ТБ-1 наёмников «Город»,outfit_exchange
mutant_lurker_tail,Хвост кикиморы,mutant_parts
st_af_ah_r1,Аномальный образец "Грибница",artefacts
ammo-7.62x25-ps,Патроны 7,62x25 мм Пст,item_drop_locations
st_af_tapeworm_name,"Цепень",artefacts
st_af_grid_up_name,Титановый элемент каркаса,disassemble
st_upgr_o_physical,Комплект улучшения бронекостюмов,item_drop_locations
st_af_electra_moonlight_name,«Лунный свет»,artefact_recipes
isg,ИИГ,weapon_drops
st_af_fuzz_kolobok_descr,Не очень-то и распространённый артефакт, образующийся в зонах сильного химического загрязнения. Весьма ценится за способность «подстегнуть» организм так, чтобы тот в считанные минуты восстановился после травм любой степени тяжести.\nУчёные распространяют информацию о воздействии артефакта на генетический материал владельца. Чему, впрочем, пока нет подтверждения, так что следует рассматривать это как попытку монополизировать поставки артефакта со стороны научного сообщества. Однако не стоит полагать, что артефакт абсолютно безвреден - недостатков у него хватает сполна:\nВо-первых, это повышенное взаимодействие с радиоактивными частицами, вследствие чего следует избегать очагов радиации; Во-вторых, это бритвенно-острые «иголки», вызывающие постоянные боль и зуд, снижая тем самым выносливость обладателя данным артефактом; В-третьих, это высокая уязвимость артефакта к высоким температурам.\nТем не менее, это относительно лёгкий артефакт, который можно использовать ситуационно. \n,artefacts
st_wpn_sig226,Sig Sauer P226R,weapon_drops
st_af_ring_name,«Белый обруч»,artefact_recipes
st_e_syringe,Пустой шприц,disassemble
st_af_ah_r2_descr,Артефакт, встречающийся только в Мёртвом Лесу к югу от Лаборатории X-9 и содержащий в основном растительную материю. Считается, что сильные пси-поля, воздействию которых он был подвержен во время своего формирования, оказали значительное воздействие на форму и свойства этого артефакта. Благодаря этому он предоставляет уникальную возможность исследовать влияние этих пока еще не вполне изученных явлений.,artefacts
st_wpn_m45a1,Colt M45A1,weapon_drops
st_trigger_components_6,УСМ куркового типа [Р] (Спусковой крючок),item_drop_locations
renegade_exo_outfit_name,Экзоскелет ренегатов,outfit_exchange
st_bolt_9,Вращающаяся личинка [7 упоров][А](Затвор),item_drop_locations
ui_mm_repair,Отремонтировать,weapons
st_barrel_8,Ствол [А] 5.45мм,item_drop_locations
st_beadspread,Покрывало,disassemble
st_trigger_components_3,Трёхрежимный УСМ куркового типа (Спусковой крючок),item_drop_locations
st_bolt_8,Вращающаяся личинка [6 упоров][А](Затвор),item_drop_locations
st_trigger_components_2,Двухрежимный УСМ куркового типа (Спусковой крючок),item_drop_locations
st_af_aac_name,Прикладной контейнер артефактов (пустой),disassemble
st_prop_restore_health,Восстановление здоровья,belt_attachments
st_trigger_components_5,Двухрежимный УСМ ударникового типа (Спусковой крючок),item_drop_locations
gamma_explosion_cap,Предел Взрыва,artefacts
st_rope,Верёвка,disassemble
st_prt_w_p_trigger_4,Двухрежимный УСМ от «MP412» (Спусковой крючок),item_drop_locations
merc_scientific_outfit_name,Научный комбинезон наёмников,outfit_exchange
st_upgr_w_internal,Комплект улучшения механизма оружия,item_drop_locations
st_radio,Сломанное радио,disassemble
st_bolt_carrier_3,Продольно-скользящий затвор с запиранием поворотом (Продольно-скользящий затвор),item_drop_locations
st_wpn_fn57,FN Five-seveN,weapon_drops
st_mirror,Телескопическое зеркало,disassemble
mutant_cat_tail,Кошачий хвост,mutant_parts
st_batteries,Набор батареек,item_drop_locations
merc_sunset_outfit_name,Лёгкий комбинезон «Закат»,outfit_exchange
st_wpn_mp5sd,MP5SD6,weapon_drops
st_bolt_carrier_7,Продольно-скользящий затвор рычажного типа с запиранием клином (Продольно-скользящий затвор),item_drop_locations
st_wpn_ithacam37_trench,Ithaca M37 «Trenchgun»,weapon_drops
merc_jackal_outfit_name,Лёгкий тактический костюм «Шакал»,outfit_exchange
dolg_heavy_redline_outfit_name,ПСЗ-9Кл «Щит "Долга"»,outfit_exchange
st_upgr_o_utility,Комплект утилитарный для улучшения бронекостюмов,item_drop_locations
st_barrel_12,Ствол [ПП] 7.62мм,item_drop_locations
st_wpn_sr2_veresk,СР-2M "Вереск",weapon_drops
st_prt_o_fabrics_2,Листы ткани (Синтетика),disassemble
st_prt_w_p_spring_3,Возвратная пружина .45 (Пружина),item_drop_locations
st_gas_tube_4,Газовая трубка [АС|ПП] (Газовая трубка),item_drop_locations
st_bolt_carrier_11,Продольно-скользящий свободный затвор (Продольно-скользящий затвор),item_drop_locations
ui_inv_outfit_power_restore,Выносливость,belt_attachments
st_wpn_ump45,UMP-45,weapons
st_upgr_w_optical,Комплект улучшения оптического прицела,item_drop_locations
ammo-12x76-dart,Патроны 12x76 мм Дротик,item_drop_locations
st_af_blood_descr,Довольно распространённый артефакт, представляющий собой желтовато-красное образование из спрессованных и окаменевших остатков растений, почвы и останков животных. Обладает способностью частично нейтрализовать вредные для человека химические вещества, поглощая их и снижая общий уровень токсичности в крови обладателя. Может помочь ускорить свёртываемость крови, если расположить его близко к телу. Однако его эффективность не слишком высокая, так как после его использования раны начинают гноиться, особенно это касается химических ожогов.\nТакже стоит проявлять большую осторожность рядом с источниками открытого пламени, так как артефакт хоть и начинает поглощать их тепло, но не обладает достаточными для этого свойствами, в результате чего он способствует либо распространению огня, либо может и вовсе спонтанно воспламениться.\nНе рекомендуется оставлять артефакт на теле в течение длительного времени, так как образовавшиеся сгустки крови могут быть опасны для здоровья. \n,artefacts
st_af_skull_miser_descr,Легкий и хрупкий артефакт, состоящий из переплетенных нитей аномальных растительных волокон. Артефакт любим различными отбросами, поселившимися в Зоне, и иногда именуется ими "малым исполнителем желаний". Когда пользователь этого артефакта убивает кого-либо, повреждая его мозг, Зона вознаграждает его, сбрасывая валюту вокруг жертвы. Одни говорят, что Зона хочет, чтобы сталкеры убивали друг друга, чтобы ей оставили покой. Другие говорят, что Зона не стала бы таким рассадником богачей и скряг, если бы она не хотела, чтобы вокруг были люди. \n \n %c[0,255,255,255]ОСОБЕННОСТИ:\n %c[d_cyan] • %c[ui_gray_2] не может быть помещён в контейнер,artefacts
MDR,Desert Tech MDR 5.56x45,weapons
ammo-4.6x30-fmj,Патроны 4.6x30 мм FMJ,ammo
st_af_ah_g1_descr,Комок сморщенной глины и органических остатков. Разделение отдельных кусков материала кажется невозможным из-за присутствия какого-то неизвестного и невероятно сильного связующего вещества. Некоторые учёные предполагают, что артефакт удерживается в целостности благодаря гравитационным аномалиям, содержащимся внутри, однако это ещё предстоит доказать. Счётчик Гейгера, кажется, почти не издает звука, когда его подносят близко к этому странному артефакту.,artefacts
military_proto_exo_outfit_name,Бронекостюм «СКАТ-9» с протоэкзоскелетом,item_drop_locations
mutant_chimera_claw,Коготь химеры,mutant_parts
monolith_proto_exo_outfit_name,Комбинезон «Монолита» с протоэкзоскелетом,item_drop_locations
st_gas_tube_5,Газовая трубка [А|В] (Газовая трубка),item_drop_locations
st_wpn_fal,FN FAL,weapons
st_wpn_ks23,КС-23,weapon_drops
st_af_ah_h2,Аномальный образец "Губка",artefacts
st_rank_blackops,отряд Black-Ops,weapon_drops
st_bolt_14,Роликовая личинка [А|ПП](Затвор),item_drop_locations
st_af_geliy_descr,Яркий (в буквальном смысле) представитель семейства электростатических артефактов. Выделяет газообразное вещество, оказывающее благотворное влияние на организм. Благодаря высокой эффективности пользуется большим спросом.\n \n %c[0,255,255,255]ОСОБЕННОСТИ:\n %c[d_cyan] • %c[ui_gray_2] не может быть помещён в контейнер,artefacts
isg_lcs_camo_outfit_name,Камуфлированный комбинезон ИИГ,outfit_exchange
st_steel_wool,Стальная пряжа,item_drop_locations
st_shovel_mili,Сапёрная лопатка,disassemble
st_wpn_winchester1873,Winchester Model 1873,weapon_drops
l13u_warlab,Военная лаборатория,item_drop_locations
st_data_export_power_restore_max,Полное восстановление выносливости,medicine
st_wpn_sks_modern,Модернизированный СКС-45,weapons
csky_medium_outfit_name,Бронежилет ЧН-3а,item_drop_locations
stalker_tigerstripe_outfit_name,Комбинезон с тигровыми полосами,outfit_exchange
st_af_ah_r2,Аномальный образец "Грибница",artefacts
st_af_geliy_name,"Гелий",artefacts
isg_merc_outfit_name,Тактический бронежилет ИИГ Mk.2,outfit_exchange
st_af_sun_descr,Редкий артефакт, который очень ценится коллекционерами. Его внешняя оболочка ничем не примечательна, но если ее расколоть, как геод, то можно увидеть вихрящееся светящееся ядро, излучающее постоянный источник теплого желтого света. Солнца наслаждаются компанией настоящих солнечных лучей, давая пользователям этого артефакта источник энергии, когда они подвергаются их воздействию. В то же время, находясь вдали от прямого источника естественного света, они забирают энергию у близлежащих живых существ, медленно истощая их.\n \n %c[0,255,255,255]ОСОБЕННОСТИ:\n %c[d_cyan] • %c[ui_gray_2] не может быть помещён в контейнер,artefacts
st_beans,Тушёная фасоль,disassemble
st_sleepingpills,Снотворное,medicine
st_af_black_spray_name,«Чёрные брызги»,artefact_recipes
st_prt_o_ballistic_15,Слои из углеродных нанотрубок с тканью «Кевлар 49»,disassemble
st_af_medallion_descr,Артефакт, состоящий из небольшого обруча, в который вделаны четыре треугольных фигуры, с маленькой центральной сферой, вделанной в середину. Медальон успешно уклоняется от любых попыток логически объяснить его внутреннее устройство. Этот артефакт не только способен определить, является ли пользователь частью группы, он обладает еще одной, гораздо более загадочной способностью. Манипулирует ли он предметами или телами, еще предстоит выяснить, однако известно, что когда человек, использующий этот артефакт, собирается получить травму, существует незначительный шанс, что он останется невредимым, поскольку вместо него идентичный вид повреждения будет нанесен кому-то другому из его компании. Хотя такой эффект может быть желателен с эгоистической точки зрения, он не редкость среди преследователей, и многие из них могут быть не в восторге от того, что их подвергают такому воздействию. \n \n %c[0,255,255,255]ОСОБЕННОСТИ:\n %c[d_cyan] • %c[ui_gray_2] не может быть помещён в контейнер,artefacts
st_af_ah_e1_descr,Осколок кварца с удивительной чистотой от 99,5% до 99,9%, образующийся исключительно в электрических аномалиях. Из-за отсутствия полезных свойств этот красивый артефакт не может стоить дорого в зоне. Однако и коллекционеры, и учёные заплатят высокую цену за эту уникальную безделушку.,artefacts
st_wpn_vintorez_m2,ВСС Винторез "Мерк",weapons
st_wpn_mp5,MP5A3,weapon_drops
st_wpn_xm8,HK XM8,weapons
st_barrel_5,Ствол [В] 7.92мм,item_drop_locations
trenchcoat_green_outfit_name,Тяжёлый зелёный плащ,outfit_exchange
st_wpn_k98,Karabiner 98 Kurz,weapon_drops
ammo-11.43x23-hydro,Патроны .45 ACP Hydra-shock,item_drop_locations
st_letter_mercenary_name,Записка наёмника,disassemble
st_wpn_ak5c_isg,AK 5C ISG,weapons
st_knife_needle,Разведывательный нож НР-40,melee
pda_encyclopedia_name,Название,weapon_drops
st_wpn_ak74_n,АК-74,weapons
st_wpn_l85_m2,L85 A2 Модернизированный,weapon_drops
st_wpn_9a91,9A-91,weapon_drops
st_af_cell_descr,Артефакт, сформированный в гравитационных аномалиях, вероятно, из-за интенсивных локализованных магнитных полей. Его внутренняя структура постоянно вращается вокруг своей оси до тех пор, пока его не потревожат. Ячейка обладает одним действительно примечательным для обычного человека свойством. Любые очень быстро движущиеся объекты, оказавшиеся в непосредственной близости от нее, частично распадаются, выделяя при этом большое количество радиоактивных частиц. Некоторые сталкеры используют этот артефакт в своих интересах, утверждая, что лучше справиться с лучевой болезнью позже, чем получить пулю здесь и сейчас.\n \n %c[0,255,255,255]ОСОБЕННОСТИ:\n %c[d_cyan] • %c[ui_gray_2] не может быть помещён в контейнер,artefacts
st_wpn_vintorez_m1,ВСС Винторез "Савант",weapons
st_wpn_g36nimble_rwap,G36C "Мерк",weapons
st_data_export_eat_alcohol,Алкоголь,medicine
st_bolt_carrier_9,Колодка от курковки [Р] (Продольно-скользящий затвор),item_drop_locations
st_af_ah_r5_descr,Артефакт, встречающийся только в Мёртвом Лесу к югу от Лаборатории X-9 и содержащий в основном растительную материю. Считается, что сильные пси-поля, воздействию которых он был подвержен во время своего формирования, оказали значительное воздействие на форму и свойства этого артефакта. Благодаря этому он предоставляет уникальную возможность исследовать влияние этих пока еще не вполне изученных явлений.,artefacts
mutant_krovosos_meat,Мясо кровососа,mutant_parts
l12_stancia,ЧАЭС (ЮГ),item_drop_locations
st_wpn_ak74u_tac,АКС-74У Тактический,weapon_drops
